timestamps,open,high,low,close,volume,amount
2026-03-09 10:30:00,8.787206,8.865286,8.781924,8.836657,1.6846448e+07,1.4854486e+08
2026-03-09 11:30:00,8.839516,8.868945,8.813982,8.844143,5.011381e+06,4.524711e+07
2026-03-09 14:00:00,8.841822,8.864581,8.818327,8.841339,4.107645e+06,3.6969604e+07
2026-03-09 15:00:00,8.836901,8.856919,8.810663,8.828676,5.7868325e+06,5.140881e+07
2026-03-10 10:30:00,8.823377,8.841534,8.782378,8.800224,9.671339e+06,8.588247e+07
2026-03-10 11:30:00,8.802719,8.824307,8.780854,8.799787,3.663337e+06,3.2527028e+07
2026-03-10 14:00:00,8.793438,8.815562,8.772867,8.791494,3.942172e+06,3.5107884e+07
2026-03-10 15:00:00,8.789785,8.814398,8.771018,8.791242,5.091415e+06,4.521925e+07
2026-03-11 10:30:00,8.788579,8.807975,8.759774,8.777575,7.397204e+06,6.5326664e+07
2026-03-11 11:30:00,8.776003,8.796205,8.755141,8.772192,3.709288e+06,3.268432e+07
2026-03-11 14:00:00,8.770861,8.791248,8.751265,8.768286,3.367904e+06,2.9917444e+07
2026-03-11 15:00:00,8.76617,8.787934,8.746918,8.764208,4.2987385e+06,3.799263e+07
2026-03-12 10:30:00,8.763297,8.784803,8.740426,8.758704,6.6609405e+06,5.8557824e+07
2026-03-12 11:30:00,8.756165,8.777492,8.739891,8.757599,3.1258375e+06,2.756918e+07
2026-03-12 14:00:00,8.754354,8.77527,8.738185,8.755648,2.7652575e+06,2.4700664e+07
2026-03-12 15:00:00,8.751657,8.7744875,8.735387,8.753126,4.035147e+06,3.568571e+07
2026-03-13 10:30:00,8.75219,8.774578,8.73146,8.7498455,6.474027e+06,5.689679e+07
2026-03-13 11:30:00,8.748411,8.768956,8.731657,8.748887,2.977291e+06,2.6378988e+07
2026-03-13 14:00:00,8.744817,8.765959,8.729132,8.747028,2.660566e+06,2.37926e+07
2026-03-13 15:00:00,8.743167,8.76672,8.727678,8.746381,3.93495e+06,3.4710724e+07
